Year,Month,Temparature,Humidity,Rainfall,Sunshine
1990,1,12.699107142857143,78.875,0.0,6.616517857142857
1990,2,17.66517857142857,79.38392857142857,2.3482142857142856,6.682440476190475
1990,3,19.31607142857143,79.51785714285714,6.0,6.827678571428571
1990,4,23.79642857142857,81.02678571428572,3.0892857142857144,7.568650793650794
1990,5,25.130357142857143,80.4375,7.357142857142858,6.575
1990,6,26.32767857142857,86.10714285714286,10.991071428571427,3.5660383597883603
1990,7,25.691964285714285,89.33928571428572,20.651785714285715,2.8044642857142854
1990,8,26.199107142857144,85.65178571428572,9.267857142857142,4.987980769230769
1990,9,25.72232142857143,87.71428571428572,12.625,4.558928571428572
1990,10,23.560714285714283,84.64285714285714,7.889550264550264,5.11411401098901
1990,11,20.91875,81.92857142857143,2.2232142857142856,5.736607142857143
1990,12,14.652678571428574,79.19642857142857,0.7767857142857142,7.162268518518519
1991,1,12.907142857142857,78.21428571428572,0.4196428571428571,6.344196428571428
1991,2,17.23392857142857,76.74107142857142,0.9732142857142857,7.93125
1991,3,21.62053571428571,74.04464285714286,1.1071428571428572,8.228174603174603
1991,4,22.843526785714285,75.60491071428571,1.1897321428571428,7.780580357142857
1991,5,25.728665413533836,81.9672619047619,4.2,6.835019841269841
1991,6,25.8125,87.3125,20.535714285714285,6.391608796296296
1991,7,26.299107142857146,86.74107142857143,14.767857142857142,4.674330357142857
1991,8,26.235714285714288,87.65178571428571,12.785714285714285,4.224107142857143
1991,9,25.904464285714283,88.85714285714286,13.535714285714286,3.740357142857143
1991,10,24.42232142857143,86.15178571428571,4.125,5.215178571428572
1991,11,18.72142857142857,79.84821428571428,0.8035714285714285,6.575892857142857
1991,12,14.850429894179895,79.73214285714286,1.0267857142857144,6.645535714285714
1992,1,12.179464285714285,80.07142857142857,0.2142857142857143,6.833928571428572
1992,2,16.13125,78.09821428571428,4.276785714285714,7.093071428571429
1992,3,22.304464285714285,77.21428571428571,0.008928571428571428,7.898214285714285
1992,4,25.316071428571426,75.29464285714286,0.19642857142857142,8.006514550264551
1992,5,24.369642857142857,80.07142857142857,5.732142857142857,6.734464285714285
1992,6,26.236607142857146,82.98214285714286,9.696428571428571,5.229464285714286
1992,7,25.61875,88.28571428571428,14.651785714285715,2.9723214285714286
1992,8,25.92232142857143,86.79464285714286,13.764550264550266,4.776714285714286
1992,9,25.961607142857147,85.78571428571429,10.410714285714286,5.045535714285714
1992,10,24.396428571428572,84.32142857142857,6.7767857142857135,6.87706043956044
1992,11,19.733035714285712,80.5,0.4017857142857143,6.865521978021978
1992,12,13.750000000000002,78.6875,0.19642857142857142,7.759821428571429
1993,1,13.050892857142857,78.17857142857143,1.1696428571428572,7.001785714285714
1993,2,17.152678571428574,77.30357142857143,2.3482142857142856,7.950892857142857
1993,3,19.40982142857143,73.76785714285714,5.535714285714286,7.842261904761905
1993,4,23.727678571428573,78.10714285714286,2.6607142857142856,8.175504658385094
1993,5,24.935714285714287,81.64285714285714,8.714285714285715,6.554695767195767
1993,6,25.82321428571429,86.35714285714286,19.544642857142858,3.6017857142857137
1993,7,26.333928571428572,88.30357142857143,15.008928571428571,3.5098214285714286
1993,8,26.36339285714286,89.13392857142857,16.160714285714285,3.689285714285714
1993,9,25.50714285714286,88.30357142857142,10.669642857142858,4.411607142857143
1993,10,24.70089285714286,85.25,4.544642857142858,6.629464285714286
1993,11,19.973214285714285,81.42857142857143,0.7946428571428572,7.914285714285715
1993,12,14.991765873015874,78.48214285714286,0.0,7.9035714285714285
1994,1,13.361607142857142,77.66964285714286,0.1607142857142857,7.733928571428572
1994,2,15.840178571428572,75.83928571428572,0.49107142857142855,7.317857142857143
1994,3,21.801785714285714,76.48214285714286,1.7232142857142856,8.333035714285714
1994,4,23.55357142857143,78.4375,6.883928571428571,7.5304976851851855
1994,5,25.721626984126985,81.34821428571428,4.982142857142857,7.048214285714286
1994,6,26.51339285714286,88.46428571428572,15.875,2.5151785714285713
1994,7,26.320535714285715,87.90178571428572,10.142857142857142,4.0339285714285715
1994,8,26.205357142857146,88.48214285714286,14.607142857142858,3.684821428571429
1994,9,25.911111111111115,84.78571428571428,8.107142857142858,6.328571428571428
1994,10,24.380357142857143,83.44642857142857,3.3839285714285716,6.534821428571429
1994,11,19.90625,81.08035714285714,0.25,6.179464285714285
1994,12,13.95357142857143,78.08035714285714,0.0,7.586210317460318
1995,1,12.434821428571428,76.44642857142857,0.23214285714285715,6.203571428571428
1995,2,16.12589285714286,78.8125,2.491071428571429,6.786607142857143
1995,3,19.83125,72.04464285714286,0.6071428571428572,8.610714285714286
1995,4,24.860714285714288,76.54464285714286,0.8660714285714286,8.533928571428572
1995,5,26.96607142857143,82.16964285714286,7.125,5.973214285714285
1995,6,26.521428571428576,87.34821428571429,15.446428571428571,3.0223214285714284
1995,7,26.095535714285717,89.4375,17.276785714285715,3.3446428571428575
1995,8,25.990079365079367,88.49107142857143,11.428571428571427,4.640178571428572
1995,9,25.932142857142857,88.36607142857143,8.535714285714286,3.899107142857143
1995,10,24.447916666666668,85.875,3.8039021164021163,6.967857142857142
1995,11,20.637268518518518,85.29464285714286,8.026785714285714,5.973214285714286
1995,12,14.605357142857144,78.55357142857143,0.0,8.516964285714286
1996,1,13.799107142857144,78.83928571428572,0.08035714285714285,7.841964285714285
1996,2,15.57232142857143,77.09821428571428,0.9910714285714286,8.241071428571429
1996,3,22.39732142857143,78.42857142857143,0.33035714285714285,8.351785714285715
1996,4,24.25357142857143,78.41071428571428,1.9642857142857142,7.871990740740741
1996,5,26.01964285714286,80.99107142857143,3.7410714285714284,7.736813186813187
1996,6,25.587500000000002,85.00892857142857,15.973214285714286,5.008035714285715
1996,7,26.242294973544972,87.66964285714286,10.607142857142858,3.353708791208791
1996,8,25.533035714285717,89.41071428571428,18.598214285714285,3.446428571428571
1996,9,26.025,86.8125,8.008928571428571,5.49375
1996,10,23.53214285714286,83.46428571428572,6.1875,7.667857142857144
1996,11,19.278571428571432,81.19642857142857,0.8214285714285714,8.10625
1996,12,14.376785714285715,77.71428571428572,0.0,7.079464285714286
1997,1,12.024107142857144,76.0,0.2767857142857143,7.549107142857143
1997,2,15.429464285714285,75.75,1.1160714285714286,7.963392857142856
1997,3,21.4875,78.10714285714286,2.5625,7.727215608465609
1997,4,21.24543650793651,80.25892857142857,5.098214285714286,7.4401785714285715
1997,5,24.716071428571432,80.94642857142857,6.839285714285714,7.1535714285714285
1997,6,25.577678571428574,84.65178571428571,9.080357142857142,5.048214285714286
1997,7,25.469940476190477,89.58928571428572,20.901785714285715,3.1607142857142856
1997,8,25.91875,86.71428571428571,13.714285714285714,4.762499999999999
1997,9,25.45357142857143,88.70535714285714,14.4375,4.441071428571428
1997,10,22.858035714285712,81.71428571428572,1.6517857142857144,9.045535714285716
1997,11,20.066964285714285,80.76785714285714,0.22321428571428573,7.700892857142856
1997,12,14.226785714285716,80.48214285714286,0.45535714285714285,6.564285714285715
1998,1,12.475892857142856,82.5625,1.5625,5.692857142857143
1998,2,16.633035714285715,78.90178571428572,2.4642857142857144,7.139285714285714
1998,3,18.895535714285714,74.66071428571428,4.982142857142858,8.48125
1998,4,23.18839285714286,80.05357142857143,4.205357142857142,7.999439268461008
1998,5,25.34464285714286,80.80357142857143,7.982142857142858,6.308928571428571
1998,6,27.070535714285715,84.46428571428572,8.303571428571429,4.549107142857143
1998,7,25.80357142857143,89.17857142857143,21.428571428571427,2.400892857142857
1998,8,26.085714285714285,88.5,18.517857142857142,3.6440145502645502
1998,9,25.98392857142857,87.22321428571428,10.517857142857142,4.8428571428571425
1998,10,25.488392857142856,85.5,6.098214285714286,6.882142857142857
1998,11,21.78392857142857,82.99107142857143,4.4375,7.076785714285713
1998,12,15.813392857142857,79.625,0.0,8.554761904761904
1999,1,12.898842592592594,78.16964285714286,0.0,8.208035714285714
1999,2,16.639285714285712,72.50892857142857,0.0,8.699107142857143
1999,3,21.260714285714286,71.16071428571428,0.0,8.585714285714284
1999,4,25.356250000000003,76.02678571428571,0.5714285714285714,9.028571428571428
1999,5,25.067857142857143,82.39285714285714,7.938492063492063,6.098181216931217
1999,6,25.699007936507936,86.63392857142857,13.428571428571429,4.3925824175824175
1999,7,25.30625,89.74107142857143,20.241071428571427,3.3940145502645502
1999,8,25.56071428571429,88.75,18.169642857142858,3.1447916666666664
1999,9,25.179464285714282,89.125,13.946428571428571,4.133928571428571
1999,10,24.3625,87.08035714285714,7.294642857142857,5.601785714285715
1999,11,19.415178571428573,79.5625,0.20535714285714285,9.14970238095238
1999,12,15.075892857142858,79.51785714285714,0.4464285714285714,8.492857142857144
2000,1,12.87232142857143,78.63392857142857,1.3660714285714286,8.253968253968253
2000,2,15.533035714285717,74.0625,0.5178571428571428,6.160714285714286
2000,3,20.200892857142854,73.91964285714286,1.2321428571428572,8.088525132275132
2000,4,23.65446428571429,79.41071428571428,3.544642857142857,8.576854395604396
2000,5,24.895535714285714,81.39285714285714,9.482142857142858,6.05489417989418
2000,6,25.87767857142857,87.50892857142857,10.781415343915345,4.017857142857142
2000,7,25.81607142857143,87.875,21.800595238095237,4.373048941798942
2000,8,25.833035714285714,85.13392857142857,9.0625,5.479120879120879
2000,9,25.277232142857144,87.3125,13.375,4.332175925925926
2000,10,25.213392857142857,85.5625,7.732142857142858,6.601785714285715
2000,11,21.439285714285717,81.79464285714286,0.0,7.880357142857144
2000,12,16.360714285714284,78.03571428571428,0.0,8.399768518518519
2001,1,11.256712962962961,75.48214285714286,0.0,8.180082417582417
2001,2,15.967063492063492,75.70535714285714,1.3839285714285714,8.136607142857143
2001,3,20.210515873015872,72.26785714285714,0.39285714285714285,8.723214285714285
2001,4,24.32712912087912,77.52678571428571,1.5,8.21193783068783
2001,5,24.65456349206349,81.21428571428571,14.758928571428571,7.017857142857142
2001,6,25.59642857142857,89.64285714285714,42.14285714285714,2.856712962962963
2001,7,25.866964285714285,87.64285714285714,15.446428571428573,4.3900132275132275
2001,8,26.041898148148146,84.92857142857143,8.678571428571429,6.4692994505494505
2001,9,24.83392857142857,86.65178571428572,7.258928571428571,4.9571759259259265
2001,10,24.417925824175825,86.5625,7.883928571428571,6.463392857142857
2001,11,20.98839285714286,84.71428571428572,2.723214285714286,6.085714285714285
2001,12,14.0625,81.625,0.0,7.624768518518519
2002,1,15.669642857142858,79.75892857142857,0.14285714285714285,6.808035714285714
2002,2,16.580654761904764,73.19642857142857,0.0,8.604464285714286
2002,3,19.95223214285714,72.16071428571428,2.267857142857143,8.369071428571427
2002,4,21.5125,79.09821428571428,3.794642857142857,8.042142857142856
2002,5,25.296428571428567,81.83035714285714,12.160714285714285,6.784478021978022
2002,6,25.798809523809524,87.19642857142857,27.035714285714285,4.169345238095238
2002,7,26.836904761904762,87.89285714285714,25.261904761904763,2.4582589285714285
2002,8,26.132142857142856,89.20982142857143,18.433779761904763,4.189590097402597
2002,9,25.75357142857143,88.375,19.688492063492063,4.5687500000000005
2002,10,24.176190476190474,85.53571428571428,12.83184523809524,5.807671957671958
2002,11,19.745238095238093,84.47321428571428,16.761904761904763,5.974933862433861
2002,12,15.174999999999999,86.3125,0.0,7.158035714285715
2003,1,10.930952380952384,81.69047619047619,0.0,7.2306051587301585
2003,2,16.90833333333333,77.71428571428572,0.05952380952380953,7.700033068783069
2003,3,19.475000000000005,76.17857142857143,3.9404761904761902,8.08844246031746
2003,4,25.322619047619046,78.63095238095238,2.0714285714285716,8.114285714285716
2003,5,25.538095238095238,78.41666666666667,5.80952380952381,8.154761904761905
2003,6,26.083333333333332,86.01190476190476,14.845238095238095,3.380952380952381
2003,7,26.571428571428573,86.85714285714285,10.154761904761905,4.9261904761904765
2003,8,26.675,86.25,9.488095238095239,5.796428571428572
2003,9,26.157142857142855,88.60714285714285,7.142857142857143,4.395238095238096
2003,10,24.96904761904762,88.02380952380952,10.492504409171076,4.73452380952381
2003,11,19.30789241622575,81.33333333333333,0.0,8.877513227513226
2003,12,15.33095238095238,83.28571428571429,0.4523809523809524,6.596428571428572
2004,1,15.272321428571427,83.91294642857143,0.0,6.328571428571428
2004,2,16.357440476190476,75.10714285714286,0.008928571428571428,8.439583333333333
2004,3,20.503124999999997,77.64285714285714,0.5,8.232589285714285
2004,4,22.497321428571425,81.125,3.4375,7.807142857142857
2004,5,26.258333333333336,79.08928571428572,4.357142857142857,7.936904761904763
2004,6,26.004761904761903,85.9375,12.071428571428571,3.7916666666666665
2004,7,26.236904761904757,87.0,18.244708994708994,3.558994708994709
2004,8,26.30595238095238,87.80357142857143,13.330357142857142,4.496428571428571
2004,9,25.692857142857143,88.51785714285714,31.1875,4.587857142857143
2004,10,23.67232142857143,84.92857142857143,12.348214285714286,7.332142857142857
2004,11,18.37142857142857,80.51785714285714,0.0,8.253571428571428
2004,12,16.09285714285714,79.78571428571428,0.0,7.765178571428571
2005,1,13.149999999999999,78.59821428571428,0.4464285714285714,7.188392857142856
2005,2,17.354464285714286,74.54464285714286,0.0,8.980357142857143
2005,3,21.77767857142857,80.22321428571428,4.383928571428571,7.558035714285715
2005,4,24.691071428571426,78.21428571428571,1.1339285714285714,9.426785714285714
2005,5,25.236607142857146,80.0,6.089285714285714,8.25
2005,6,27.058035714285715,82.19642857142857,5.633928571428571,5.430820105820105
2005,7,25.89821428571429,87.58928571428571,21.026785714285715,4.509821428571429
2005,8,26.15535714285714,88.41071428571428,13.330357142857142,2.8285714285714287
2005,9,25.879464285714285,86.78571428571428,10.142857142857142,5.042857142857143
2005,10,24.620535714285715,88.19642857142857,17.1875,5.091071428571429
2005,11,18.74513888888889,81.99107142857143,0.7232142857142857,7.300446428571428
2005,12,14.82857142857143,79.58928571428572,0.2232142857142857,7.805357142857143
2006,1,12.70357142857143,77.1875,0.0,7.790178571428571
2006,2,18.39107142857143,76.16071428571429,0.0,8.028571428571428
2006,3,20.808035714285715,70.16964285714286,0.2767857142857143,7.6187499999999995
2006,4,24.54107142857143,75.11607142857143,1.2142857142857144,7.6517857142857135
2006,5,25.396428571428572,79.02678571428572,11.053571428571427,7.411607142857143
2006,6,26.353571428571428,86.07142857142857,13.633928571428573,4.276190476190476
2006,7,25.74107142857143,88.11607142857143,17.107142857142858,3.658928571428571
2006,8,25.79732142857143,86.45535714285714,10.232142857142858,5.317857142857142
2006,9,25.785714285714285,86.70535714285714,20.32142857142857,5.700892857142858
2006,10,24.814285714285717,85.33035714285714,1.9375,6.0875
2006,11,20.288392857142853,82.42857142857143,0.19642857142857145,5.933035714285714
2006,12,14.734821428571427,79.97321428571429,0.0,6.85
2007,1,11.617857142857144,77.45535714285714,0.017857142857142856,6.202678571428572
2007,2,16.713392857142857,78.74107142857143,3.4017857142857144,6.620734126984127
2007,3,19.011607142857144,70.25,0.3035714285714286,8.382142857142856
2007,4,24.075892857142858,78.05357142857143,3.544642857142857,8.20267857142857
2007,5,25.53392857142857,78.35714285714286,7.205357142857143,7.589285714285714
2007,6,26.205357142857142,84.71428571428571,15.303571428571429,5.052678571428571
2007,7,25.961607142857144,89.70535714285714,23.5,3.0125
2007,8,26.241071428571427,86.76785714285714,9.428571428571429,4.8875
2007,9,25.685714285714287,89.63392857142857,16.544973544973544,3.59375
2007,10,23.853571428571428,86.41071428571429,10.274140211640212,6.615142857142857
2007,11,20.646428571428572,84.30357142857143,2.75,7.43125
2007,12,14.441964285714285,79.625,0.0,6.508928571428571
2008,1,13.619642857142857,79.58928571428572,1.75,6.605357142857143
2008,2,14.620535714285715,74.19642857142857,0.9107142857142857,7.834821428571429
2008,3,21.6375,78.82142857142857,0.6071428571428571,7.04375
2008,4,23.67142857142857,75.76785714285714,1.1428571428571428,8.792857142857144
2008,5,24.840178571428574,76.4375,4.803571428571429,7.5562499999999995
2008,6,25.68839285714286,85.73214285714286,8.598214285714286,4.082142857142857
2008,7,25.4625,90.05357142857143,26.01785714285714,2.5267857142857144
2008,8,25.9125,87.32142857142857,13.276785714285714,4.662797619047619
2008,9,25.634821428571428,87.125,13.544642857142858,5.0946428571428575
2008,10,23.7625,85.25,8.4375,6.770535714285714
2008,11,18.807142857142857,80.45535714285714,0.017857142857142856,8.501785714285715
2008,12,16.18482142857143,85.0625,0.017857142857142856,5.111607142857142
2009,1,14.370535714285714,82.25892857142857,0.008928571428571428,6.2214285714285715
2009,2,16.236607142857142,74.17857142857143,0.05357142857142857,8.667857142857144
2009,3,20.6625,73.91964285714286,0.5535714285714285,7.341964285714286
2009,4,25.11160714285714,76.16964285714286,1.5803571428571428,8.629464285714286
2009,5,25.4625,77.79464285714286,8.303571428571429,7.708035714285715
2009,6,26.76607142857143,81.58928571428571,5.026785714285714,6.720535714285713
2009,7,26.03214285714286,88.00892857142857,17.3125,4.05625
2009,8,25.861607142857142,88.91071428571428,21.482142857142858,3.5678571428571426
2009,9,25.833035714285714,86.85714285714286,10.883928571428571,4.438555194805194
2009,10,23.71875,84.24107142857143,6.169642857142857,6.900628306878307
2009,11,20.08660714285714,80.375,0.6785714285714286,7.329464285714286
2009,12,14.301785714285714,80.96428571428571,0.0,7.144642857142857
2010,1,11.943750000000001,81.46428571428572,0.0,7.203571428571428
2010,2,16.039285714285715,75.44047619047619,0.47321428571428575,7.423214285714286
2010,3,22.82857142857143,74.75,0.13392857142857142,8.20892857142857
2010,4,26.79196428571429,76.73809523809524,0.5982142857142857,8.083928571428572
2010,5,25.793750000000003,79.94047619047619,6.8125,6.919642857142857
2010,6,26.543750000000003,86.70238095238096,15.0625,4.08125
2010,7,26.71160714285714,87.16666666666667,11.294642857142858,5.827008928571428
2010,8,26.55625,87.35714285714285,11.580357142857142,4.959821428571429
2010,9,26.1625,87.96428571428571,7.553571428571429,5.333035714285714
2010,10,25.28035714285714,87.03571428571428,10.399140211640212,6.394642857142858
2010,11,20.80625,84.09523809523809,0.2142857142857143,7.15625
2010,12,14.480357142857143,81.78571428571429,0.45535714285714285,6.470535714285714
